id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
11,"Theo Văn bản số 8386/NHNo-TCTL ngày 27/9/2021, người lao động đơn phương chấm dứt HĐLĐ với Agribank phải làm Đơn đề nghị chấm dứt HĐLĐ và phải báo trước cho người sử dụng lao động trong thời gian bao lâu?",Không cần báo trước,Ít nhất 45 ngày nếu làm việc theo hợp đồng lao động không xác định thời hạn,Ít nhất 50 ngày ,Ít nhất 60 ngày,2,Mục 7.2 Văn bản số 8386/NHNo-TCTL ngày 27/9/2021
12,"Theo Văn bản số 8386/NHNo-TCTL ngày 27/9/2021, Agribank được quyền đơn phương chấm dứt hợp đồng lao động với người lao động theo quy định tại các văn bản nội bộ của Agribank và Bộ Luật lao động trong trường hợp nào?",Người lao động không có mặt tại nơi làm việc sau 15 ngày kể từ ngày hết thời hạn tạm hoãn thực hiện hợp đồng lao động,Người lao động tự ý bỏ việc mà không có lý do chính đáng từ 05 ngày làm việc liên tục trở lên,"Người lao động bị kết án tử hình/ phạt tù nhưng không được hưởng án treo hoặc không thuộc trường hợp được trả tự do/ bị cấm làm công việc ghi trong hợp đồng lao động theo bản án, quyết định của Tòa án đã có hiệu lực pháp luật/ chết/ bị Tòa án tuyên bố mất năng lực hành vi dân sự, mất tích hoặc đã chết hoặc các trường hợp chấm dứt HĐLĐ khác, trừ các trường hợp đã nêu tại điểm 7.1, 7.2 mục 7 Văn bản số 8386/NHNo-TCTL ngày 27/9/2021",Tất cả các đáp án trên đều đúng,4,"Tiết a, Điểm 7.3, Mục 7 Văn bản số 8386/NHNo-TCTL ngày 27/9/2021"
13,"Theo Văn bản số 8386/NHNo-TCTL ngày 27/9/2021, Thời gian thử việc không quá bao nhiêu ngày đối với công việc có chức danh nghề nghiệp cần trình độ Đại học?",Không quá 06 ngày,Không quá 30 ngày,Không quá 45 ngày,Không quá 60 ngày,4,Điểm 2.3 Mục 2 Văn bản số 8386/NHNo-TCTL ngày 27/9/2021
14,"Theo Văn bản số 8386/NHNo-TCTL ngày 27/9/2021, thời gian thử việc đối với công việc có chức danh nghề nghiệp cần trình độ chuyên môn, kỹ thuật từ cao đẳng trở lên không quá bao nhiêu ngày?",60 ngày,30 ngày,06 ngày,,1,Điểm 2.3 Mục 2 Văn bản số 8386/NHNo-TCTL ngày 27/9/2021
15,Tiền lương cơ bản của người lao động theo Quyết định 306/QĐ-HĐTV-TCTL ngày 15/6/2016 được xác định như thế nào? ,Mức tiền lương tối thiểu vùng do Nhà nước quy định; Hệ số lương + Phụ cấp lương (nếu có); hệ số mức độ hoàn thành công việc,Mức tiền lương tối thiểu vùng do Nhà nước quy định; Hệ số lương; hệ số mức độ hoàn thành công việc,Mức lương cơ sở do Nhà nước quy định; Hệ số lương + Phụ cấp lương (nếu có); hệ số mức độ hoàn thành công việc,Mức lương cơ sở do Nhà nước quy định; Hệ số lương; hệ số mức độ hoàn thành công việc,1,"Khoản 1, Điều 4, Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016"
16,"Theo Quyết định 306/QĐ-HĐTV-TCTL, Hệ số mức độ hoàn thành công việc do ai quy định?","Hội đồng lương đơn vị quy định cụ thể căn cứ vào mức độ hoàn thành nhiệm vụ được giao, việc chấp hành nội quy lao động, số ngày công trong tháng",Trưởng phòng Tổng hợp của Chi nhánh,Chủ tịch Công đoàn cơ sở,Hội đồng kỷ luật lao động,1,"Khoản 1, Điều 4, Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016"
17,"Theo Phụ lục I, Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017 của Hội đồng thành viên, phụ cấp trách nhiệm áp dụng với đối tượng nào?","Thủ kho, Kiểm ngân, Thủ quỹ, Bảo vệ","Người lao động trực tiếp thực hiện thu - chi tiền mặt, tài sản quý của khách hàng",Cán bộ tin học,Cả đáp án 1 và 2,4,Theo Phụ lục I Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017
18,"Theo Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017, Hệ số thu hút V2 đối với người lao động làm công tác Tín dụng là:","1,0","0,5","1,1",,1,Mục I phụ lục V Hệ số thu hút thù lao Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017
19,"Theo Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017, việc xếp lương cơ bản (V1), thù lao theo hiệu quả công việc (V2) đối với lao động quản lý thực hiện như thế nào?",Theo mức độ hoàn thành các chỉ tiêu kế hoạch kinh doanh từng năm,Theo kết quả xếp hạng Chi nhánh do Hội đồng thành viên quyết định,Tất cả các đáp án trên đều đúng,,2,Khoản 3 điều 1 Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017
20,"Theo Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017, một số loại phụ cấp theo quy định của Agribank hiện nay gồm:","Phụ cấp độc hại, nguy hiểm; Phụ cấp trách nhiệm",Phụ cấp chức vụ; Phụ cấp khu vực,"Phụ cấp thâm niên vượt khung, phụ cấp ưu đãi nghề",Cả đáp án 1 và 2,4,Bảng A4 và Phụ lục I  Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017
21,"Theo Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017, Người được giao phụ trách hoặc giao quyền cấp trưởng thì hưởng V1, V2 như thế nào?","Không được xem xét hưởng V1, V2 tương đương cấp trưởng","Được xem xét hưởng V1, V2 tương đương cấp trưởng và do cấp có thẩm quyền giao phụ trách hoặc giao quyền cấp trưởng quyết định",Được xem xét hưởng V1 tương đương cấp trưởng,,2,Theo tiết a điểm 3 Mục IV Phụ lục III Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017
22,"Theo Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016, thời gian nâng bậc V1 đối với ngạch lương yêu cầu trình độ Đại học trở lên là bao lâu?",2 năm (đủ 24 tháng),3 năm (đủ 36 tháng),4 năm,5 năm,2,Theo khoản 1 Mục I Phụ lục II Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016
23,"Theo Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017, thẩm quyền quyết định hệ số thu hút thù lao (V2) thuộc về bộ phận nào?",Trưởng đơn vị,Hội đồng lương đơn vị,Ban lãnh đạo đơn vị,,2,Phụ lục V Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017
24,"Theo Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016, Lương cơ bản (V1) của kinh tế viên có mấy bậc? ",4 bậc,5 bậc,6 bậc,7 bậc,3,"Bảng A1, ban hành kèm theo Quyết định số 306/HĐTV-TCTL ngày 15/6/2016"
25,"Theo Quyết định số 703/QĐ-HĐTV-TCTL ngày 31/7/2017, đối tượng nào được hưởng phụ cấp độc hại, nguy hiểm? ","Thủ kho, trưởng quỹ, Thủ quỹ, kiểm ngân","Người lao động trực tiếp thực hiện thu - chi tiền mặt;  Người lao động thường xuyên sử dụng đèn cực tím để phát hiện tiền giả, ngân phiếu thanh toán giả",Thành viên Ban Quản lý kho quỹ Chi nhánh loại I,Tất cả các đáp án trên,4,"Phụ lục I Phụ cấp khu vực, độc hại, nguy hiểm, trách nhiệm QĐ số 703/QĐ-HĐTV-TCTL ngày 31/7/2017"
26,"Theo Quy chế quản lý lao động trong hệ thống Agribank, cấp có thẩm quyền quyết định  xếp loại lao động đối với chức danh Giám đốc Chi nhánh loại I là:",Hội đồng thành viên,Chủ tịch Hội đồng thành viên,Tổng Giám đốc,,1,Khoản 5 Điều 37 Quy chế số 919/QC-HĐTV-TCTL ngày 31/12/2021
27,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Phó Giám đốc Chi nhánh loại I của Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi nghỉ hưu được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 22.000.000đ, hệ số điều chỉnh K = 4)",88.000.000đ,8.800.000đ,9.500.000đ,95.000.000đ,1, Điểm a Khoản 4.3 Mục 4 Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008
28,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Phó Trưởng phòng Chi nhánh loại I của Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi nghỉ hưu được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 16.000.000đ, hệ số điều chỉnh K = 4)",64.000.000đ,6.400.000đ,6.700.000đ,67.000.000đ,1, Điểm a Khoản 4.3 Mục 4 Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008
29,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Phó Giám đốc Chi nhánh loại II của Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi nghỉ hưu được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 16.000.000đ, hệ số điều chỉnh K = 4)",64.000.000đ,6.400.000đ,6.700.000đ,67.000.000đ,1, Điểm a Khoản 4.3 Mục 4 Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008
30,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Giám đốc Phòng giao dịch Chi nhánh loại II của Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi nghỉ hưu được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 16.000.000đ, hệ số điều chỉnh K = 4)",64.000.000đ,6.400.000đ,6.700.000đ,67.000.000đ,1, Điểm a Khoản 4.3 Mục 4 Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008
31,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Giám đốc Phòng giao dịch Chi nhánh loại I của Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi nghỉ hưu được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 16.000.000đ, hệ số điều chỉnh K = 4)",64.000.000đ,6.400.000đ,6.700.000đ,67.000.000đ,1, Điểm a Khoản 4.3 Mục 4 Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008
32,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Phó Giám đốc Phòng giao dịch Chi nhánh loại I của Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi nghỉ hưu được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 13.000.000đ, hệ số điều chỉnh K = 4)",52.000.000đ,5.500.000đ,5.200.000đ,55.000.000đ,1, Điểm a Khoản 4.3 Mục 4 Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008
33,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Phó Giám đốc Chi nhánh loại I tại Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi chấm dứt HĐLĐ để bảo lưu thời gian đóng BHXH được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 22.000.000đ, hệ số điều chỉnh K = 4)",95.000.000đ,8.800.000đ,88.000.000đ,Không thuộc đối tượng hưởng mức hỗ trợ chung,4,Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008/HĐQT-LĐTL
34,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Phó Trưởng phòng Chi nhánh loại I tại Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi chấm dứt HĐLĐ để bảo lưu thời gian đóng BHXH được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 16.000.000đ, hệ số điều chỉnh K = 4)",67.000.000đ,6.400.000đ,64.000.000đ,Không thuộc đối tượng hưởng mức hỗ trợ chung,4, Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008/HĐQT-LĐTL
35,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, Giám đốc Phòng giao dịch Chi nhánh loại I tại Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi chấm dứt HĐLĐ để bảo lưu thời gian đóng BHXH được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 16.000.000đ, hệ số điều chỉnh K = 4)",67.000.000đ,6.400.000đ,64.000.000đ,Không thuộc đối tượng hưởng mức hỗ trợ chung,4, Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008/HĐQT-LĐTL
36,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, Phó Trưởng phòng tại Chi nhánh loại I tương đương chức danh nào?",Phó Giám đốc Chi nhánh loại II,Trưởng phòng Chi nhánh loại II,Phó Trưởng phòng Chi nhánh Agribank tại nước ngoài,,1,Phụ lục I Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 
37,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, nhân sự không được từ chức nếu thuộc trường hợp nào sau đây?","Đang trong thời gian bị kiểm tra khi có dấu hiệu vi phạm, xem xét, xử lý kỷ luật, bị kiến nghị xử lý vi phạm theo kết luận thanh tra, giải quyết tố cáo và bị điều tra",Đang trong thời hạn chấp hành/thi hành kỷ luật,Đang trong thời gian điều trị nội trú từ 03 tháng trở lên tại các cơ sở y tế hoặc đang trong thời gian nghỉ chế độ thai sản,,1,Khoản 2 điều 31 Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 
38,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, thời hạn tạm đình chỉ chức vụ là không quá bao nhiêu ngày?","Không quá 90 ngày, kể từ ngày ra quyết định tạm đình chỉ chức vụ","Không quá 70 ngày, kể từ ngày ra quyết định tạm đình chỉ chức vụ","Không quá 80 ngày, kể từ ngày ra quyết định tạm đình chỉ chức vụ",,1,Khoản 2 điều 30 Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 
39,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, trong thời gian tạm đình chỉ chức vụ, tiền lương và các chế độ của nhân sự được quy định như thế nào?",Được giữ nguyên tiền lương và các chế độ hiện hưởng,Nhân sự tạm thời bị giữ lương cho đến khi hết thời hạn tạm đình chỉ,Chỉ được hưởng lương cơ bản V1,,1,Khoản 2 điều 30 Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 
40,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, việc tuyển dụng nhân sự giữ chức danh, chức vụ ngoài hệ thống nhằm mục đích gì?","Đa dạng nguồn nhân sự lãnh đạo, quản lý","Tìm kiếm nhân sự có kinh nghiệm, kiến thức chuyên sâu để đáp ứng yêu cầu của chức danh tuyển dụng",Tất cả các đáp án trên,,3,Khoản 1 điều 18 Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 
41,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, ""Kéo dài thời gian giữ chức vụ"" là:",Là việc cấp có thẩm quyền quyết định bổ nhiệm nhân sự tiếp tục giữ chức vụ hiện tại khi hết thời hạn giữ chức vụ mà thời gian công tác đến khi đủ tuổi nghỉ hưu còn dưới 24 tháng đối với thời hạn giữ chức vụ 05 năm hoặc còn dưới 18 tháng đối với thời hạn giữ chức vụ dưới 05 năm,Là việc cấp có thẩm quyền quyết định bổ nhiệm nhân sự tiếp tục giữ chức vụ hiện tại khi hết thời hạn giữ chức vụ,Là việc cấp có thẩm quyền quyết định bổ nhiệm nhân sự tiếp tục giữ chức vụ đang đảm nhiệm khi hết thời hạn giữ chức vụ,,1,Khoản 20 điều 3 Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 
42,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, ""Từ chức""  là:","Là việc cấp có thẩm quyền quyết định cho nhân sự thôi giữ chức vụ khi chưa hết nhiệm kỳ hoặc chưa hết thời hạn bổ nhiệm do không đáp ứng được yêu cầu công việc, uy tín giảm sút","Là việc nhân sự tự nguyện xin thôi giữ chức danh, chức vụ khi chưa hết nhiệm kỳ hoặc chưa hết thời hạn bổ nhiệm và được cấp có thẩm quyền chấp nhận",Tất cả các đáp án trên,,2,Khoản 21 điều 3 Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 
43,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, ""luân chuyển"" là: (chọn đáp án đúng nhất)","Là việc điều động hoặc bổ nhiệm nhân sự từ đơn vị/bộ phận này sang đơn vị/bộ phận khác (kể cả việc cử người đại diện vốn) trong một thời hạn nhất định theo kế hoạch đã được cấp có thẩm quyền phê duyệt để tiếp tục đào tạo, bồi dưỡng và rèn luyện theo yêu cầu nhiệm vụ hoặc yêu cầu của chức danh được quy hoạch",Là việc điều động hoặc bổ nhiệm nhân sự từ đơn vị/bộ phận này sang đơn vị/bộ phận khác (kể cả người đại diện vốn) trong thời hạn 05 năm,Là việc điều động nhân sự từ đơn vị/bộ phận này sang đơn vị/bộ phận khác (kể cả người đại diện vốn) trong thời hạn 05 năm,,1,Khoản 3 điều 2 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
44,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, ""Điều động để đào tạo, bồi dưỡng kinh nghiệm thực tiễn tại cơ sở"" là: (chọn đáp án đúng nhất)",Là việc bổ nhiệm nhân sự từ đơn vị/bộ phận này sang đơn vị/bộ phận khác,Là việc cấp có thẩm quyền quyết định bổ nhiệm nhân sự tiếp tục giữ chức vụ hiện tại khi hết thời hạn giữ chức vụ,"Là việc cấp có thẩm quyền quyết định điều chuyển người lao động từ đơn vị/bộ phận này sang đơn vị/bộ phận khác trong hệ thống Agribank với vị trí hoặc chức danh, chức vụ tương đương trong một thời hạn nhất định theo kế hoạch đã được cấp có thẩm quyền phê duyệt để nhân sự rèn luyện, tích lũy kinh nghiệm thực tiễn về chuyên môn, nghiệp vụ và năng lực quản trị, điều hành tại cơ sở ",,3,Khoản 4 điều 2 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
45,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, ""Chuyển đổi vị trí công tác"" là: (chọn đáp án đúng nhất)",Là việc cấp có thẩm quyền quyết định bổ nhiệm nhân sự tiếp tục giữ chức vụ hiện tại khi hết thời hạn giữ chức vụ,"Là việc thay đổi nơi làm việc, vị trí công việc/nghiệp vụ chuyên môn, phạm vi công việc đối với nhân sự có thời gian đảm nhiệm công việc quá thời hạn theo quy định của Agribank",Tất cả các đáp án trên,,2,Khoản 5 điều 2 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
46,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, việc chuyển đổi vị trí công tác, nghỉ phép bắt buộc nhằm mục đích gì?","Phòng ngừa rủi ro, kịp thời phát hiện các hành vi vi phạm trong quá trình thực hiện nhiệm vụ nhân sự (nếu có)",Để sau đó được quy hoạch chức danh cao hơn,Tất cả các đáp án trên,,1,Khoản 5 điều 3 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
47,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, việc luân chuyển nhân sự phải đảm bảo các nguyên tắc nào?","Phải đặt dưới sự lãnh đạo của các cấp ủy, tổ chức đảng; bảo đảm nguyên tắc tập trung dân chủ, nêu cao trách nhiệm của tập thể lãnh đạo và người đứng đầu","Bảo đảm tổng thể, đồng bộ, liên thông giữa các cấp, đơn vị, bộ phận trong Agribank",Không tăng thêm số lượng chức danh tối đa để luân chuyển nhân sự,Tất cả các đáp án trên ,4,Điều 5 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
48,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, việc luân chuyển nhân sự không phải đảm bảo các nguyên tắc nào?","Gắn kết chặt chẽ giữa luân chuyển với quy hoạch, đào tạo, bồi dưỡng và các nội dung khác trong công tác nhân sự","Thực hiện theo nguyên tắc bố trí giữ chức vụ tương đương với chức vụ đang đảm nhiệm khi luân chuyển. Trường hợp cần thiết, cấp có thẩm quyền xem xét, quyết định bố trí giữ chức vụ cao hơn chức vụ đang đảm nhiệm đối với nhân sự có phẩm chất, năng lực nổi trội, có khả năng đáp ứng yêu cầu nhiệm vụ của chức vụ dự kiến phân công, bố trí","Có cơ chế quản lý, giám sát, đánh giá nhân sự luân chuyển và chính sách, chế độ phù hợp tạo điều kiện cho nhân sự luân chuyển hoàn thành tốt nhiệm vụ",Phải tăng thêm số lượng chức danh tối đa để luân chuyển nhân sự,4,Điều 5 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
49,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, đối tượng luân chuyển bao gồm?","Nhân sự có phẩm chất, năng lực, triển vọng, trong quy hoạch",Nhân sự hết thời hạn giữ chức vụ tối đa theo quy định,Nhân sự thuộc đối tượng định kỳ chuyển đổi vị trí công tác theo quy định của Luật Phòng chống tham nhũng và quy định của Agribank,Tất cả các đáp án trên ,4,Điều 7 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
50,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, tiêu chuẩn, điều kiện của nhân sự luân chuyển bao gồm?","Có lập trường, tư tưởng chính trị vững vàng, phẩm chất đạo đức tốt; có năng lực và triển vọng phát triển","Được quy hoạch ở vị trí lãnh đạo, quản lý cao hơn","Có trình độ chuyên môn phù hợp, đáp ứng được yêu cầu nhiệm vụ của vị trí luân chuyển; cơ bản đáp ứng tiêu chuẩn, điều kiện cụ thể của chức vụ luân chuyển đến theo quy định.",Tất cả các đáp án trên ,4,Điều 8 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
